FieldID,SoilMoisture,SoilTemperature,AirTemperature,Humidity,pH,WaterUsage,CropType,IrrigationSystemID,ReadingTimestamp,SolarRadiation,WindSpeed
16,44.17071629,28.28134441,36.28752908,42.74403175,7.773372631,734.9778581,Wheat,423,2023-01-01 15:00:00,427.1337445,7.266317207
17,55.58497596,30.20532734,41.01441462,55.1338677,5.017833709,935.5543446,Corn,395,2023-01-01 16:00:00,434.680553,12.2042895
18,52.78721954,41.6899038,55.54298357,82.3713651,7.287794219,1088.10197,Corn,635,2023-01-01 17:00:00,604.1467915,12.83159522
19,14.55601871,9.928964914,16.67890807,29.39459081,6.86253122,477.3338673,Wheat,173,2023-01-01 18:00:00,190.255674,7.604763518
20,48.21649695,34.99220566,42.71051685,40.33279065,7.969175906,870.3077577,Other,204,2023-01-01 19:00:00,487.4185774,7.269003764
21,37.75661825,30.14624074,40.66361904,40.03333279,6.081636795,711.7094847,Wheat,888,2023-01-01 20:00:00,469.9971721,7.895698077
22,23.43787879,27.2992885,32.54130667,43.3512017,6.730833334,562.949637,Corn,170,2023-01-01 21:00:00,349.5808003,7.903531622
23,48.70782753,25.50540847,36.3446007,61.30004685,5.867392758,928.3572019,Other,356,2023-01-01 22:00:00,420.3647271,11.89723883
24,78.25681534,43.29326848,55.86589814,45.57474539,5.38478773,1156.063709,Other,637,2023-01-01 23:00:00,636.2334767,5.394057217
25,18.53029926,16.26880163,25.72110592,38.78877997,6.672248422,433.7349868,Soybean,486,2023-01-02 00:00:00,318.6773781,7.543683977
26,41.4342977,37.91626594,50.44915696,44.74593332,6.417985564,751.2985292,Soybean,432,2023-01-02 01:00:00,572.3272359,9.400961377
27,19.71410386,19.56070296,25.86202949,29.1975734,7.64276244,458.5635183,Other,944,2023-01-02 02:00:00,302.981039,8.179595253
28,50.16565814,32.03242625,43.98400378,58.3663949,6.700865089,866.7675303,Corn,305,2023-01-02 03:00:00,472.6182877,11.02131288
29,47.12062268,33.14032681,44.18384785,60.30282531,5.757513767,851.46079,Soybean,642,2023-01-02 04:00:00,513.3607322,15.92288175
30,41.89428634,25.23234591,37.19937359,30.38445709,6.305038915,694.2398423,Corn,781,2023-01-02 05:00:00,385.8331127,9.757294735
31,13.05171049,12.06708105,17.81525462,41.9800681,7.486239598,463.6911397,Wheat,295,2023-01-02 06:00:00,229.3010835,8.058715169
32,63.21064611,32.89842779,43.8215932,41.10086367,7.711700295,927.8245277,Corn,173,2023-01-02 07:00:00,504.1041378,14.0197928
33,78.6953809,54.31021837,68.09927391,79.48349735,5.743161561,1162.411453,Other,336,2023-01-02 08:00:00,730.6679242,12.70844301
34,37.05566499,34.25420338,46.7820065,48.31834377,6.740187683,695.9813851,Soybean,142,2023-01-02 09:00:00,538.1379902,8.736193437
35,56.62701392,32.7153707,41.69507404,58.75536489,7.375159365,1001.197939,Corn,932,2023-01-02 10:00:00,469.447027,12.53551333
36,41.75526697,28.73928085,41.13107614,56.35687254,6.387003545,838.8474696,Other,472,2023-01-02 11:00:00,502.4574538,11.56930482
37,32.04095426,22.85204756,34.08230347,66.36245414,5.506045035,684.8990702,Soybean,355,2023-01-02 12:00:00,396.5570635,7.230744423
38,43.78521425,30.83644499,39.52234374,54.21410191,6.247909225,777.2908385,Other,275,2023-01-02 13:00:00,462.0825412,9.172807768
39,70.18800541,44.85285814,59.15703274,58.46865335,6.993810233,1137.407833,Corn,626,2023-01-02 14:00:00,645.2193202,13.43897396
40,55.92990192,40.42278965,53.13590101,59.9141295,6.641287191,863.6030944,Wheat,946,2023-01-02 15:00:00,555.5546234,11.89961461
41,31.52429638,27.4703123,40.39361058,48.91253201,6.619024944,625.4799407,Corn,895,2023-01-02 16:00:00,444.1492617,10.31044195
42,45.55320057,33.48682483,44.16834304,75.94162393,5.188838506,933.786974,Soybean,628,2023-01-02 17:00:00,475.2018856,13.45300617
43,41.67528585,32.15558891,42.02720286,55.65804293,6.010426134,752.3321716,Corn,303,2023-01-02 18:00:00,514.3806285,10.60433142
44,34.78174446,21.61387538,33.70888788,48.53227726,6.117634006,728.922652,Corn,761,2023-01-02 19:00:00,413.8356267,6.713242337
45,69.38269532,45.42932003,57.52512297,66.17068452,6.96505589,1087.705661,Other,432,2023-01-02 20:00:00,644.0119907,14.65595468
46,54.14652428,30.33277535,42.14298447,28.48385414,5.610285241,788.1616023,Soybean,414,2023-01-02 21:00:00,515.6456846,6.903187477
47,78.84951108,49.40556096,63.81706725,73.44338359,7.116296322,1269.671095,Soybean,938,2023-01-02 22:00:00,682.9146971,17.03560302
48,48.1740779,39.13469912,53.54254602,55.6436359,5.381914248,881.4001853,Corn,709,2023-01-02 23:00:00,612.8417602,11.70650482
49,65.20117675,43.90688222,58.28118869,64.58439738,5.170054901,1116.767523,Other,306,2023-01-03 00:00:00,637.9078202,10.27619009
50,12.81360507,22.26319032,29.20781448,38.83576583,6.666807576,366.3458475,Wheat,252,2023-01-03 01:00:00,339.6828941,10.05460808
51,33.63175876,32.12542812,45.60628121,61.28768718,6.889971953,736.4235726,Wheat,196,2023-01-03 02:00:00,501.1015296,12.3827727
52,61.1028937,31.39288434,43.54163603,51.93977627,6.482805103,962.5877504,Other,301,2023-01-03 03:00:00,533.090453,10.49505068
53,32.91800027,29.39308539,38.79403907,29.4265301,7.708195217,505.8673938,Other,918,2023-01-03 04:00:00,425.8635851,11.95333332
54,72.24952387,49.92702347,65.84910797,65.21194066,6.726761528,1133.084984,Other,473,2023-01-03 05:00:00,682.3394678,12.26616917
55,79.59079113,51.67512034,66.38644255,86.94128922,7.779914292,1298.009118,Soybean,890,2023-01-03 06:00:00,766.5287935,12.52475838
56,70.91590769,36.55526338,49.203437,73.4162499,5.715879991,1157.956981,Corn,893,2023-01-03 07:00:00,535.4403131,11.92369934
57,29.12801245,28.22378832,40.00228752,38.21542271,5.449392949,556.9557127,Wheat,230,2023-01-03 08:00:00,437.2203539,8.354570041
58,24.68513614,23.48966363,39.12408847,52.96813112,7.216789352,628.8120894,Corn,420,2023-01-03 09:00:00,409.2175647,10.08324736
59,28.51490855,18.49576764,31.9108132,53.69486105,7.122521861,764.4139396,Wheat,471,2023-01-03 10:00:00,398.9940531,11.68001505
60,35.81255709,20.55259338,33.61863975,50.5098807,6.355500233,638.1895185,Corn,370,2023-01-03 11:00:00,365.3483062,11.97968194
61,14.86955419,16.47464363,24.7652736,48.48780206,7.617438467,569.3767374,Soybean,628,2023-01-03 12:00:00,265.9952331,13.66619098
62,43.34939696,40.53597852,55.0339249,63.79894579,5.932171614,864.1381192,Other,283,2023-01-03 13:00:00,601.1384919,7.007019123
63,12.48172544,8.563181942,14.86630767,35.95158444,7.036360537,427.4536627,Other,357,2023-01-03 14:00:00,172.3036433,4.974697208
64,50.31530064,34.90215825,45.16533349,54.76987015,7.500306784,782.2269995,Soybean,399,2023-01-03 15:00:00,516.2416881,9.56377629
65,15.7506042,12.28426183,22.81371237,44.45053477,6.29971221,488.0777963,Soybean,604,2023-01-03 16:00:00,278.4203461,11.66274085
66,26.6526472,22.07275664,29.88701696,29.44441494,5.554716841,458.9524623,Corn,387,2023-01-03 17:00:00,308.7053411,8.697800368
67,69.82007878,36.86694909,50.07657104,34.77723677,7.577532214,1030.489546,Corn,879,2023-01-03 18:00:00,537.3324884,4.866453704
68,75.47461762,45.48646205,59.56131806,80.89203984,6.982067726,1281.095244,Corn,162,2023-01-03 19:00:00,668.1417617,16.13875986
69,69.47504781,40.09278084,52.06223146,40.78802199,7.327404769,1062.777915,Soybean,265,2023-01-03 20:00:00,602.9796913,8.710094579
70,49.45075989,38.38229683,50.44612775,66.1538996,6.475336862,1022.298327,Wheat,162,2023-01-03 21:00:00,512.3262122,9.254368868
71,15.87903021,18.13664988,28.78061981,45.43547694,7.698372267,420.9271229,Corn,495,2023-01-03 22:00:00,353.7973827,12.32859189
72,62.85071755,43.77182696,55.37399508,53.0037129,6.616618264,952.6683749,Corn,431,2023-01-03 23:00:00,598.9900065,8.853915927
73,18.1234779,12.65694554,21.07619053,36.10688422,5.185143669,470.1662854,Other,833,2023-01-04 00:00:00,275.3306894,8.569727518
74,59.20029115,53.14601365,64.8318516,64.184853,7.232205599,1052.415462,Wheat,232,2023-01-04 01:00:00,755.0269798,12.81514464
75,22.11330673,32.79715055,47.15719001,70.68879854,5.344899951,615.3420972,Other,417,2023-01-04 02:00:00,528.0940287,10.5896966
76,17.89485296,21.38147778,29.14769087,23.43293631,5.918707491,331.1761916,Other,586,2023-01-04 03:00:00,343.2977572,13.17852573
77,31.80399783,27.91716762,40.86861701,59.42262555,6.85595008,720.3768752,Soybean,874,2023-01-04 04:00:00,461.1903998,11.40734713
78,52.82565331,34.61814004,46.8830291,57.62002952,7.702012161,955.1601225,Other,451,2023-01-04 05:00:00,512.1284232,11.87240295
79,61.14019568,41.54280121,57.4729055,77.45833392,6.135554274,1120.034263,Corn,420,2023-01-04 06:00:00,627.6079496,13.3489389
80,53.96562123,36.72001725,49.88160322,67.98153824,7.342467699,1043.918589,Corn,615,2023-01-04 07:00:00,558.2909545,9.912822626
81,58.36975414,25.60909497,34.37858672,54.3390135,6.365039995,870.9256306,Other,157,2023-01-04 08:00:00,381.4408832,10.2133145
82,68.22321976,45.2618922,61.88266142,67.97710963,6.58333161,1140.251822,Soybean,122,2023-01-04 09:00:00,655.4933433,10.96734875
83,46.25962734,36.99196894,45.79580006,60.71536598,6.732964096,883.6290332,Corn,712,2023-01-04 10:00:00,488.7347944,11.26503938
84,74.43946233,43.21844079,59.62784136,80.426425,7.804346394,1220.456357,Corn,758,2023-01-04 11:00:00,674.6968355,12.88615305
85,27.04355829,27.80507725,40.05978241,48.06483063,6.576937713,626.8288229,Other,153,2023-01-04 12:00:00,430.5952954,11.76146693
86,38.79090888,26.87922678,38.4570121,47.16541049,5.722151988,735.2872031,Corn,233,2023-01-04 13:00:00,418.456249,8.873765596
87,57.26061972,43.59630241,55.89627274,68.12291144,6.522584208,1087.147482,Soybean,953,2023-01-04 14:00:00,600.9030517,14.31342316
88,38.24903384,29.17338454,37.24753346,54.21702271,5.850947588,806.8912601,Soybean,590,2023-01-04 15:00:00,394.1123907,3.802495701
89,61.22790647,42.83691257,55.01120137,74.6325335,6.152339088,1058.324359,Other,483,2023-01-04 16:00:00,581.6115972,17.22837808
90,39.23674365,35.15947085,45.46634121,55.71072588,7.32850815,766.0270403,Wheat,175,2023-01-04 17:00:00,488.6320555,10.67686857
91,14.38136137,14.81324401,22.53101703,33.30510628,6.096688946,474.4560174,Corn,603,2023-01-04 18:00:00,241.8016778,9.923335227
92,67.39942254,43.6368398,55.8358283,56.73427693,6.622665526,1060.440586,Other,663,2023-01-04 19:00:00,608.6300105,10.65647222
93,37.53641973,28.25610494,40.01630616,49.00148123,5.063427015,693.0619936,Wheat,487,2023-01-04 20:00:00,465.8911795,9.578215289
94,16.85242583,18.84026983,28.11821949,38.50930885,6.448729479,532.9146856,Wheat,492,2023-01-04 21:00:00,345.9874087,7.924701745
95,34.72749548,29.08918087,44.36393641,60.56898001,6.590078314,674.0328581,Corn,981,2023-01-04 22:00:00,527.4486827,8.313237112
96,77.69888352,42.85593844,57.16484689,78.07325164,6.861540395,1269.224774,Wheat,471,2023-01-04 23:00:00,618.5089817,13.56950198
97,53.01459436,39.5176693,52.79241075,41.97506398,7.484733412,888.312787,Wheat,143,2023-01-05 00:00:00,566.4929548,7.315292153
98,44.23693029,36.19150257,49.34694239,61.32721868,7.983361884,850.5977132,Soybean,195,2023-01-05 01:00:00,538.9999237,10.76693699
99,62.97312479,46.55291789,62.59469477,63.54643935,6.479983374,1028.620548,Other,796,2023-01-05 02:00:00,706.5250827,10.35867824
100,43.54427785,24.44454148,34.09555509,33.60954381,5.272926655,679.529747,Wheat,135,2023-01-05 03:00:00,408.9396618,9.894281582
101,30.63739283,20.85749228,26.9717897,56.73378713,7.648930777,736.6942037,Other,455,2023-01-05 04:00:00,326.425449,11.37372728
102,65.05533637,45.66199677,59.25109215,77.89296491,5.389086184,1154.606722,Soybean,261,2023-01-05 05:00:00,663.4655323,13.61099562
103,45.74781871,38.55102822,51.77028205,83.60485323,6.489204979,1022.74907,Other,299,2023-01-05 06:00:00,593.2430131,12.3124531
104,45.27436976,28.75413961,41.96588897,71.25020456,5.837355759,905.7474209,Other,718,2023-01-05 07:00:00,489.6829811,8.892126188
105,70.77008747,41.5542663,53.0257812,45.79434754,5.915845202,1094.047185,Soybean,996,2023-01-05 08:00:00,607.0169197,11.15727313
106,40.60272535,32.84149561,40.55316526,32.15848527,7.502971539,595.3328928,Other,602,2023-01-05 09:00:00,461.8137811,8.254085471
107,44.92690511,33.12174195,45.01726739,58.55319262,6.001472179,858.0023962,Wheat,282,2023-01-05 10:00:00,502.5293424,12.48648481
108,35.80528481,25.66302064,35.27008554,44.51866229,6.532399641,590.0319127,Corn,442,2023-01-05 11:00:00,426.8097297,10.73531738
109,29.61942698,24.40587125,34.03177606,50.85590785,7.813914816,622.2884464,Corn,200,2023-01-05 12:00:00,369.2720021,8.627909017
110,24.40258551,21.18193911,31.79380796,54.43888384,5.016000525,684.9099327,Corn,535,2023-01-05 13:00:00,336.5795684,8.009773558
111,22.11511596,13.64374201,22.84119969,26.27832628,5.253628764,372.9841272,Wheat,795,2023-01-05 14:00:00,291.186272,7.660688627
112,14.47450959,15.4692375,26.09548022,36.39989867,6.795327456,451.7127691,Corn,598,2023-01-05 15:00:00,299.2350656,10.91093301
113,48.04478406,35.03951166,48.45124888,68.4107986,7.98174274,953.3973792,Wheat,246,2023-01-05 16:00:00,526.9735478,10.60288006
114,47.13351863,40.7778691,57.50807868,60.9098286,7.023159229,855.8332602,Soybean,620,2023-01-05 17:00:00,598.6223707,9.798639053
115,39.9524689,28.1924635,39.76789737,52.99831031,5.795759861,758.5441849,Other,663,2023-01-05 18:00:00,459.2991124,9.858483179
116,49.24614113,36.37460711,49.99763283,69.93637649,6.678958181,976.0826435,Other,424,2023-01-05 19:00:00,563.7820939,9.494483806
117,37.16980578,33.05299871,40.55440369,48.50666282,5.235270454,729.5874349,Wheat,983,2023-01-05 20:00:00,494.3521553,7.575261403
118,60.10858957,43.15212345,57.09332129,61.15722532,7.665296139,1052.763894,Other,129,2023-01-05 21:00:00,615.2813794,11.16506254
119,48.09218255,39.8986228,51.6698197,56.64166986,7.873597065,880.5140834,Soybean,979,2023-01-05 22:00:00,536.8192066,9.323699484
120,73.70690451,40.63732353,57.22999573,67.56023148,7.241468163,1261.656818,Corn,392,2023-01-05 23:00:00,614.1397991,11.32055594
121,68.22996914,43.36051248,54.10250893,61.38263315,6.852654618,1081.835239,Corn,940,2023-01-06 00:00:00,640.2999972,4.53244201
122,69.32246165,46.59013149,57.22184252,59.96157713,5.920084383,1027.638135,Soybean,995,2023-01-06 01:00:00,659.7773399,12.0316154
123,32.07926152,31.28240208,45.14742619,40.5493427,5.404526361,556.0043018,Soybean,917,2023-01-06 02:00:00,503.8578599,5.625020195
124,70.31123899,48.63290311,62.2984918,60.94754729,5.076924676,1080.167763,Other,924,2023-01-06 03:00:00,642.8992711,9.203414256
125,69.46503537,39.50969382,53.52975189,58.39362415,6.696578721,1111.007949,Corn,273,2023-01-06 04:00:00,563.9645553,13.39849932
126,54.71038599,39.82648039,50.04027497,53.46075781,7.055066957,810.6761283,Corn,654,2023-01-06 05:00:00,560.2064462,12.1482002
127,38.12142364,33.1376583,45.32318183,62.21628283,6.195001836,776.9901425,Soybean,544,2023-01-06 06:00:00,512.6843711,13.19946194
128,28.57850684,21.5138359,30.17055003,29.8949859,6.317810599,428.6742355,Wheat,737,2023-01-06 07:00:00,402.3868782,4.7199458
129,61.51518398,41.72947462,58.59637481,76.32596147,5.66012274,1127.953297,Wheat,328,2023-01-06 08:00:00,657.1416193,15.10068327
130,26.08198817,23.96306659,31.43981742,52.68015191,7.551176978,618.6503358,Corn,267,2023-01-06 09:00:00,372.5291239,12.50380411
131,16.10976691,15.17692595,21.91897415,37.38686853,7.620255481,535.6967403,Other,213,2023-01-06 10:00:00,291.9849204,9.221874822
132,28.70800111,37.00733401,46.47643108,67.34973844,7.396085218,672.7773133,Corn,164,2023-01-06 11:00:00,524.9211847,11.88407116
133,74.97306816,40.70891027,54.22282575,59.90743478,6.604898462,1234.664637,Soybean,642,2023-01-06 12:00:00,602.9361867,10.57645767
134,68.35177933,43.93946187,52.97774782,61.46498238,6.926750892,1056.800568,Other,703,2023-01-06 13:00:00,585.4842639,13.32057077
135,29.03321815,25.47865707,34.74710515,45.18412065,5.472376768,609.9770864,Wheat,482,2023-01-06 14:00:00,385.8079178,9.019450605
136,56.86787085,37.13111809,50.2231724,49.77406434,6.261997891,935.0775515,Other,924,2023-01-06 15:00:00,559.0539801,10.08157132
137,11.4714739,19.68312926,30.95435122,38.79822699,7.285098272,391.7042572,Corn,366,2023-01-06 16:00:00,368.0896142,4.5563701
138,19.06154032,12.59936785,17.76782922,36.1280328,5.864083387,445.2971865,Other,825,2023-01-06 17:00:00,228.0598149,12.0845459
139,73.13346429,44.00693164,55.50724164,84.51569923,7.568266575,1273.769044,Corn,479,2023-01-06 18:00:00,586.7708753,17.31478545
140,24.37394095,26.1972878,36.25274747,43.47090393,6.072621564,506.0694424,Wheat,378,2023-01-06 19:00:00,441.4397094,8.119766489
141,67.05754569,36.0567061,45.74413383,58.9430439,5.322698881,1134.213815,Soybean,113,2023-01-06 20:00:00,503.7356673,10.82161778
142,69.73656913,43.77478159,58.38760797,60.5063038,6.806575386,1012.643837,Other,544,2023-01-06 21:00:00,678.654538,7.830857675
143,50.5527304,31.96645322,45.66976942,46.87230007,5.208761892,867.2867058,Wheat,431,2023-01-06 22:00:00,520.7279939,10.65217275
144,62.72382036,34.59534414,46.06468642,26.95649389,5.974350351,888.7601502,Soybean,460,2023-01-06 23:00:00,545.1888475,8.761293852
145,22.55703714,14.97193221,23.07393901,34.34939979,5.323819121,567.3440011,Soybean,626,2023-01-07 00:00:00,290.6630067,9.749967825
146,51.73204418,37.95681622,51.11911017,75.12581358,6.354657631,985.1426269,Corn,939,2023-01-07 01:00:00,541.1639369,10.24520437
147,16.42418735,21.27287131,32.91069942,51.40333807,5.187168883,513.57208,Corn,318,2023-01-07 02:00:00,435.5468115,8.792589353
148,50.62448658,36.55109102,46.71350216,45.69970527,6.553044105,783.2870924,Other,862,2023-01-07 03:00:00,486.3304272,9.047118409
149,56.41186447,41.37708202,57.52327468,59.54266277,6.15240513,961.9474726,Wheat,591,2023-01-07 04:00:00,628.0955051,9.604681358
150,54.87308567,35.30482135,44.38503447,62.82716593,6.586259847,925.367699,Other,870,2023-01-07 05:00:00,471.0582533,10.51280383
151,62.31770196,41.36813717,53.66033908,67.33852895,7.626488264,1014.085326,Other,205,2023-01-07 06:00:00,596.7256807,8.301442155
152,31.6473238,29.5926927,41.00479265,34.35088159,5.121922824,604.6513167,Wheat,259,2023-01-07 07:00:00,464.7472153,12.20326307
153,77.67240872,42.36505868,57.60877561,62.64718817,7.574628204,1166.96718,Other,875,2023-01-07 08:00:00,635.978548,9.462668967
154,48.12669692,33.87389416,46.14177599,55.04814967,5.803729512,811.385722,Wheat,131,2023-01-07 09:00:00,478.4457802,10.88567815
155,76.57493987,40.98350703,55.8820878,59.88801218,7.205561572,1297.629045,Soybean,691,2023-01-07 10:00:00,601.4154368,12.13923866
156,58.59366781,42.26056,57.19927696,70.57453985,7.70539947,1040.78837,Soybean,171,2023-01-07 11:00:00,636.2256044,11.85561965
157,65.27337599,40.4813727,57.79988713,69.70508481,7.913738347,952.4860097,Wheat,885,2023-01-07 12:00:00,636.8685687,12.24421242
158,53.96605037,40.90698214,52.16337702,52.90260974,6.194602836,879.4273609,Corn,113,2023-01-07 13:00:00,584.9144984,11.38782776
159,59.77605388,35.64846434,47.83693927,68.33453045,6.400835309,1012.790555,Corn,943,2023-01-07 14:00:00,521.808305,13.25429581
160,50.07297793,41.43385826,53.9625686,63.11220967,5.867373854,972.2445949,Other,545,2023-01-07 15:00:00,616.9977882,8.793683169
161,13.94418692,20.33526255,27.32018413,46.53320324,6.855375928,533.4618753,Corn,355,2023-01-07 16:00:00,334.593768,4.696726759
162,39.77364268,35.07187196,43.33049293,51.62502414,7.593170839,739.4641242,Corn,111,2023-01-07 17:00:00,451.9710556,10.74154926
163,72.83963657,49.79630399,62.63742003,82.680451,6.966478465,1161.207286,Corn,905,2023-01-07 18:00:00,670.0114322,11.81166234
164,70.84909009,44.98865739,61.42701516,60.18734394,6.718503613,1221.005015,Corn,756,2023-01-07 19:00:00,649.075521,10.07916199
165,12.95294591,24.52821287,34.55514761,45.8625336,5.774966931,423.6448982,Wheat,179,2023-01-07 20:00:00,394.8033456,11.33578944
166,76.72659552,45.74276555,58.66137647,73.51176027,7.029798593,1122.720132,Soybean,352,2023-01-07 21:00:00,680.8028259,14.51519157
167,17.33021783,18.47847339,22.52637665,26.38764333,6.753126547,294.4414282,Other,969,2023-01-07 22:00:00,292.8720302,7.751424835
168,26.74894252,19.91996178,29.85720608,23.97739283,5.323557112,484.0712091,Wheat,725,2023-01-07 23:00:00,354.3249314,6.654606466
169,62.88380717,44.44052315,57.4206002,54.96085024,6.645139214,942.7296378,Other,862,2023-01-08 00:00:00,624.1334666,14.344144
170,27.40327953,28.15804539,34.65019632,56.98009408,7.173179904,742.5061204,Soybean,716,2023-01-08 01:00:00,355.51404,9.59589673
171,19.83057681,26.97665631,39.19752137,58.30906897,7.340637518,535.5328376,Corn,265,2023-01-08 02:00:00,450.4800616,11.34557897
172,74.12703963,41.02749689,55.02596721,43.65596561,7.702509705,1050.086358,Other,426,2023-01-08 03:00:00,589.1498956,8.06052415
173,14.309649,15.14397791,20.20209539,47.97043008,6.623299343,459.2201767,Other,160,2023-01-08 04:00:00,237.5955509,12.01609525
174,65.19486676,43.54830754,57.49644978,74.40945351,7.577308979,1214.019943,Other,866,2023-01-08 05:00:00,607.9167653,11.7807592
175,14.49769202,10.68266948,15.56394724,17.64868629,5.239794525,277.7220264,Other,131,2023-01-08 06:00:00,222.1275427,6.450022509
176,54.12866445,35.81089927,45.3986952,49.03020809,5.36906883,792.6811827,Other,279,2023-01-08 07:00:00,506.4810764,10.54230588
177,29.52100768,27.69340889,37.94033567,38.59561718,6.896131338,585.8721288,Soybean,165,2023-01-08 08:00:00,448.0877,7.271601633
178,55.991905,45.32897729,59.18231307,65.22069949,5.054080671,1006.28857,Wheat,956,2023-01-08 09:00:00,648.4294011,12.89845064
179,78.89809478,48.21919787,60.82757695,66.02434347,7.47328703,1168.20558,Corn,359,2023-01-08 10:00:00,662.0057322,14.09335717
180,30.69231957,21.87285538,26.93880258,44.75461534,6.97608411,608.365893,Corn,318,2023-01-08 11:00:00,354.2200002,10.79725553
181,51.21354164,43.5530426,56.73193596,45.01001768,5.652724548,877.6779753,Corn,644,2023-01-08 12:00:00,630.3135731,7.19313917
182,44.02208928,27.01760878,38.3831455,54.24906719,5.667154727,838.9959423,Wheat,427,2023-01-08 13:00:00,424.3053159,11.63031026
183,20.18083284,24.08248865,35.94954224,44.81474057,5.446542672,527.1213442,Wheat,667,2023-01-08 14:00:00,396.263156,5.106053913
184,13.15583366,19.54852078,26.15840499,44.83011252,5.558496871,450.7750842,Other,795,2023-01-08 15:00:00,273.4492125,9.714113283
185,31.61485142,24.84643348,32.96539689,48.021454,7.605647248,678.2325956,Soybean,187,2023-01-08 16:00:00,408.0853539,6.817132839
186,45.89772154,27.46297813,35.58622841,55.36566675,5.496222493,776.6666412,Corn,588,2023-01-08 17:00:00,405.437939,11.23119944
187,28.01040281,22.79303263,30.89479046,37.82702862,5.785495637,535.8395771,Corn,899,2023-01-08 18:00:00,367.3365335,10.53198695
188,61.30111597,41.5876284,57.56403001,73.35937415,6.051875097,1036.854095,Other,648,2023-01-08 19:00:00,639.1461954,8.9602682
189,65.02996228,43.82053795,64.51372328,58.8819209,6.935831737,1026.513958,Wheat,497,2023-01-08 20:00:00,695.9689806,6.3732733
190,75.94598953,45.42992443,57.92903132,56.52923375,7.403561966,1183.310983,Corn,333,2023-01-08 21:00:00,618.7114892,10.59275695
191,73.66542379,52.90917514,69.3066202,66.54637525,6.772919359,1152.49809,Other,328,2023-01-08 22:00:00,738.013555,13.57058082
192,59.90708426,38.45531107,53.50430815,67.41053721,7.056477964,1087.318872,Wheat,407,2023-01-08 23:00:00,564.1854772,13.05431159
193,48.06655678,23.81643438,36.08259043,71.31434923,6.920095532,932.0082287,Soybean,650,2023-01-09 00:00:00,391.933528,12.10441912
194,36.14008387,24.8642884,34.07711037,45.41911086,6.19070596,719.0173728,Wheat,207,2023-01-09 01:00:00,384.8154293,6.625948203
195,42.63689504,24.73389574,34.58453026,49.44724011,6.1897552,757.0831751,Wheat,867,2023-01-09 02:00:00,405.3981675,11.47830016
196,79.73817862,46.10997363,58.75713988,48.67559876,6.416939198,1178.29619,Soybean,715,2023-01-09 03:00:00,647.944209,6.94374161
197,19.39679146,24.62819889,37.4778298,60.29737077,6.030744799,574.7107977,Corn,182,2023-01-09 04:00:00,438.0720883,11.28424654
198,73.64369147,34.56788764,43.28048116,54.31602425,6.21455108,1165.221205,Soybean,290,2023-01-09 05:00:00,504.3907526,9.168881913
199,18.89388799,20.06740558,30.25859594,42.04025183,7.547686486,502.1359007,Soybean,356,2023-01-09 06:00:00,345.6000708,8.949040012
200,56.46527063,34.71980291,45.47970812,61.84846365,6.608331286,900.3370284,Wheat,426,2023-01-09 07:00:00,480.3267346,11.45777595
